,topic,title,date,events,id,sentence,clause,dateText,exactDate,paragraphNo,realDate,lengthDate,endDate,url
10,Joseph DeAngelo,Accused Golden State Killer undetected working as cop,2018-04-25 00:00:00+00:00,accuse,4,"A man once sworn to protect the public from crime was accused Wednesday of living a double life terrorizing suburban neighborhoods at night, becoming one of California's most feared serial killers and rapists in the 1970s and '80s before leaving a cold trail that baffled investigators for more than three decades.",A man once sworn was accused Wednesday of,Wednesday,FALSE,4,TRUE,365 days,2019-04-25 00:00:00+00:00,https://www.khou.com/article/news/local/sacramento/former-police-officer-named-as-suspected-east-area-rapist/103-545723331
11,Joseph DeAngelo,Accused Golden State Killer undetected working as cop,2018-04-25 00:00:00+00:00,kill,6,He threatened to kill both victims if he heard plates crash to the floor while he raped the woman. ,to kill both victims if,0,FALSE,25,FALSE,,,https://www.khou.com/article/news/local/sacramento/former-police-officer-named-as-suspected-east-area-rapist/103-545723331
12,Joseph DeAngelo,Accused Golden State Killer undetected working as cop,2018-04-25 00:00:00+00:00,ask,11,You can ask anyone who grew up here. ,You can ask anyone who,0,FALSE,61,FALSE,,,https://www.khou.com/article/news/local/sacramento/former-police-officer-named-as-suspected-east-area-rapist/103-545723331
13,Joseph DeAngelo,Who is Joseph James DeAngelo?,2018-04-26 00:00:00+00:00,confirm,29,"DeAngelo also served in the U.S. Navy, a Navy spokesman confirmed to ABC10. ",a Navy spokesman confirmed to ABC10,0,FALSE,6,FALSE,,,https://www.khou.com/article/news/local/sacramento/who-is-joseph-james-deangelo/103-546199302
14,Joseph DeAngelo,Golden State Killer case garners global acclaim for its DNA breakthrough,2019-06-19 00:00:00+00:00,involve,80,"Judges favored the case by a single vote over a one that involved identifying a woman whose head and hands had been removed in Dubai, which also helped toward identifying her killer.",involved,0,FALSE,6,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-breakthrough-garners-global-acclaim-as-dna-hit-of-the-year/103-c6f86f75-747e-4fff-bafe-e790ec08b425
15,Joseph DeAngelo,Golden State Killer case garners global acclaim for its DNA breakthrough,2019-06-19 00:00:00+00:00,happen,83,"Multiple DNA strategies were used to help solve the case, but the break happened when DNA was placed into a genealogy database where a lead came about through a distant relative.",the break happened when,0,FALSE,8,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-breakthrough-garners-global-acclaim-as-dna-hit-of-the-year/103-c6f86f75-747e-4fff-bafe-e790ec08b425
16,Joseph DeAngelo,Golden State Killer case garners global acclaim for its DNA breakthrough,2019-06-19 00:00:00+00:00,hit,87,"In order to be considered for the recognition, the case has to be submitted by a government official, have a cold DNA hit against a reference database, and the hit or conviction must have happened within the last 60 months.",In order have a cold DNA hit against a reference database,0,FALSE,20,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-breakthrough-garners-global-acclaim-as-dna-hit-of-the-year/103-c6f86f75-747e-4fff-bafe-e790ec08b425
17,Joseph DeAngelo,Golden State Killer case garners global acclaim for its DNA breakthrough,2019-06-19 00:00:00+00:00,find,89,"A full summary of the top 17 cases can be found here, and a list of all submitted cases can be found here.",A full summary of the top 17 cases can be found here,0,FALSE,33,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-breakthrough-garners-global-acclaim-as-dna-hit-of-the-year/103-c6f86f75-747e-4fff-bafe-e790ec08b425
18,Joseph DeAngelo,Suspected Golden State Killer offers to plea guilty,2020-03-04 00:00:00+00:00,appear,71,"In a 41-page motion to dismiss filed in Sacramento County Circuit Court late Monday night, obtained by ABC10 Wednesday morning, the statement from DeAngelo's public defenders appears in a footnote.",In a 41 page motion the statement from DeAngelo public defenders appears in a footnote,0,FALSE,4,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-suspect-has-offered-to-plead-guilty-lawyers-say/103-a93bc96c-5ff7-49f0-9f52-47f6b9edbc76
19,Joseph DeAngelo,Suspected Golden State Killer offers to plea guilty,2020-03-04 00:00:00+00:00,obtain,72,"In a 41-page motion to dismiss filed in Sacramento County Circuit Court late Monday night, obtained by ABC10 Wednesday morning, the statement from DeAngelo's public defenders appears in a footnote.",filed in Sacramento County Circuit Court late Monday night obtained by ABC10 Wednesday morning,0,FALSE,4,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-suspect-has-offered-to-plead-guilty-lawyers-say/103-a93bc96c-5ff7-49f0-9f52-47f6b9edbc76
20,Joseph DeAngelo,"Joseph DeAngelo, accused Golden State Killer, ordered to give DNA samples",2020-03-13 00:00:00+00:00,look,62,He looked thin and frail and frequently appeared to be tuned out of the proceedings. ,He looked thin and frail and frequently appeared,0,FALSE,1,FALSE,,,https://www.khou.com/article/news/golden-state-killer-suspect-ordered-to-give-dna-samples-joseph-deangelo/103-3edea5df-b614-4240-aadf-f9a600bdb410
21,Joseph DeAngelo,Golden State Killer suspect agrees to guilty plea in a deal that spares him death penalty,2020-06-15 00:00:00+00:00,see,18,But Carole has been in tears since learning there will be no chance to see DeAngelo face evidence against him in court. ,to see,0,FALSE,35,FALSE,,,https://www.latimes.com/california/story/2020-06-15/golden-state-killer-plead-guilty-death-penalty
22,Joseph DeAngelo,Golden State Killer suspect agrees to guilty plea in a deal that spares him death penalty,2020-06-15 00:00:00+00:00,search,23,"But detectives made no more progress until early 2017, when law enforcement realized they could use DNA recovered from old rape kits and search for relatives of the unknown killer on family tree genetic databases. ",they could use DNA recovered from old rape kits and search for relatives of the unknown killer on family tree genetic databases,0,FALSE,79,FALSE,,,https://www.latimes.com/california/story/2020-06-15/golden-state-killer-plead-guilty-death-penalty
23,Joseph DeAngelo,Golden State Killer suspect agrees to guilty plea in a deal that spares him death penalty,2020-06-15 00:00:00+00:00,sentence,25,"The hearing was set to begin in August, but under the plea deal currently pending, DeAngelo would be sentenced on that date instead.",under the plea deal currently pending DeAngelo would be sentenced on that date instead,currently,FALSE,91,TRUE,7 days,2020-06-22 00:00:00+00:00,https://www.latimes.com/california/story/2020-06-15/golden-state-killer-plead-guilty-death-penalty
24,Joseph DeAngelo,"Accused Golden State Killer could plead guilty under new deal, avoiding death penalty, reports say",2020-06-15 00:00:00+00:00,release,65,"Officials have not released details of the plea deal, but it is expected that DeAngelo could plead guilty on June 29, avoid a death penalty trial and serve a life sentence, according to The Sacramento Bee, which broke the news Monday afternoon. ",Officials have not released details of the plea deal,0,FALSE,4,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-east-area-rapist-plea-deal/103-f672893a-bc68-4ee6-8b0c-3cb601df24bc
25,Joseph DeAngelo,"Accused Golden State Killer could plead guilty under new deal, avoiding death penalty, reports say",2020-06-15 00:00:00+00:00,call,69,"DeAngelo was arrested at his home in 2018 after DNA linked him to crimes attributed to the so-called Golden State Killer, East Area Rapist, Visalia Ransacker and more.",DNA linked him to crimes attributed to the so called Golden State Killer East Area Rapist Visalia Ransacker and more,0,FALSE,14,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killer-east-area-rapist-plea-deal/103-f672893a-bc68-4ee6-8b0c-3cb601df24bc
26,Joseph DeAngelo,California's Golden State Killer pleads guilty to crimes,2020-06-29 00:00:00+00:00,attack,32,"Again, DeAngelo placed glassware on John Doe #4's back to keep him from struggling while he attacked Jane Doe #5 in a different room. ",he attacked Jane Doe 5 in a different room,0,FALSE,104,FALSE,,,https://www.khou.com/article/news/local/sacramento/golden-state-killed-to-plead-guilty/103-a941b93c-6115-451b-bbe2-7c397446f14b
