,topic,title,date,events,id,sentence,clause,dateText,exactDate,paragraphNo,realDate,lengthDate,endDate,url
10,JJ Vallow,Arizona school assists police in missing Rexburg kids case,2020-02-06 00:00:00+00:00,confirm,8,"KTVB confirmed on Thursday that police contacted Laurens Institute for Education, also known as LIFE Academy in Gilbert, Arizona in early December regarding the investigation, according to the school.",KTVB confirmed on Thursday that,Thursday,FALSE,4,TRUE,7 days,2020-02-13 00:00:00+00:00,https://www.khou.com/article/news/crime/missing-rexburg-kids/arizona-school-assists-police-in-missing-rexburg-kids-case/277-1f018c93-a6d0-4c0b-b454-257657a13431
11,JJ Vallow,New details come to light about family members of missing Rexburg kids,2020-02-06 00:00:00+00:00,claim,34,Cox claimed it was self-defense and that he was protecting his sister.,Cox claimed and that,0,FALSE,16,FALSE,,,https://www.khou.com/article/news/regional/new-details-come-to-light-about-family-members-of-missing-rexburg-kids-lori-vallow-chad-daybell-jj-tylee-arizona-alex-cox/277-5dd27fb6-e38d-4a98-bb75-05071c80509a
12,JJ Vallow,New details come to light about family members of missing Rexburg kids,2020-02-06 00:00:00+00:00,assault,35,"Besides killing Charles Vallow, Cox also assaulted her first husband.",Besides Cox also assaulted first husband,0,FALSE,22,FALSE,,,https://www.khou.com/article/news/regional/new-details-come-to-light-about-family-members-of-missing-rexburg-kids-lori-vallow-chad-daybell-jj-tylee-arizona-alex-cox/277-5dd27fb6-e38d-4a98-bb75-05071c80509a
13,JJ Vallow,New details come to light about family members of missing Rexburg kids,2020-02-06 00:00:00+00:00,call,36,"That so-called cult centered around Melani Boudreaux and Lori Vallow's religious beliefs, which focused on doomsday ideology. ",That so called cult centered around Melani Boudreaux and Lori Vallow religious beliefs which,0,FALSE,28,FALSE,,,https://www.khou.com/article/news/regional/new-details-come-to-light-about-family-members-of-missing-rexburg-kids-lori-vallow-chad-daybell-jj-tylee-arizona-alex-cox/277-5dd27fb6-e38d-4a98-bb75-05071c80509a
14,JJ Vallow,Where are Joshua 'JJ' Vallow and Tylee Ryan?,2020-02-06 00:00:00+00:00,charge,59,"Chad Daybell have not been charged in connection to the disappearance of the children, the deaths of either of their exes or even violating a court order.",Chad Daybell have not been charged in connection to the disappearance of the children the deaths of either of exes or even violating a court order,0,FALSE,90,FALSE,,,https://www.khou.com/article/news/investigations/here-is-what-we-know-about-the-case-of-joshua-jj-vallow-and-tylee-ryan/277-e6846db9-4c77-46e4-844d-571cc0ea4644
15,JJ Vallow,Arizona school assists police in missing Rexburg kids case,2020-02-07 00:00:00+00:00,obtain,7,KTVB also obtained an email between Lori Vallow and the school.,KTVB also obtained an email between Lori Vallow and the school,0,FALSE,0,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/arizona-school-assists-police-in-missing-rexburg-kids-case/277-1f018c93-a6d0-4c0b-b454-257657a13431
16,JJ Vallow,Arizona school assists police in missing Rexburg kids case,2020-02-07 00:00:00+00:00,release,13,"Police Department released a transcript of a 911 call made following the death of Alex Cox, the brother of Lori Vallow, whose children have been missing for more than four months.",Police Department released a transcript of a 911 call made following the death of Alex Cox the brother of Lori Vallow children,0,FALSE,16,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/arizona-school-assists-police-in-missing-rexburg-kids-case/277-1f018c93-a6d0-4c0b-b454-257657a13431
17,JJ Vallow,'Dateline' to focus on missing Rexburg children case,2020-02-11 00:00:00+00:00,disappear,40,Vallow disappeared after moving to eastern Idaho with their mother Lori Vallow in 2019. ,Vallow disappeared after,0,FALSE,4,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/dateline-to-focus-on-missing-rexburg-children-case/277-becd54ab-83ea-4af9-bf36-b28812c11ace
18,JJ Vallow,Fremont County Sheriff's Office says Tammy Daybell's autopsy results could take up to a year,2020-02-12 00:00:00+00:00,appear,74,"Her family asked the Fremont County coroner not to perform an autopsy and because the death appeared natural, the coroner opted not to do an autopsy.",the death appeared natural,0,FALSE,0,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/tammy-daybell-autopsy-could-take-a-year/277-735484b2-df53-47d8-8132-4f5c2f483f66
19,JJ Vallow,Fremont County Sheriff's Office says Tammy Daybell's autopsy results could take up to a year,2020-02-12 00:00:00+00:00,look,82,"One thing we would do internally is look for pieces of tissue such as liver, that kind of thing and then send those off for testing. ",One thing is look for pieces of tissue such as liver that kind of thing and then send those off for testing,0,FALSE,26,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/tammy-daybell-autopsy-could-take-a-year/277-735484b2-df53-47d8-8132-4f5c2f483f66
20,JJ Vallow,Arizona school details new information about Lori Vallow and son JJ,2020-02-13 00:00:00+00:00,receive,24,"On Thursday, KTVB received information from JJ's school in Arizona, which shows a roller coaster in terms of JJ's enrollment. ",On Thursday KTVB received information from JJ school in Arizona which,Thursday,FALSE,4,TRUE,7 days,2020-02-20 00:00:00+00:00,https://www.khou.com/article/news/crime/missing-rexburg-kids/arizona-school-details-new-information-about-lori-vallow-and-son-jj/277-458c8ea9-b5c0-4c9d-9c03-33a10f7c989d
21,JJ Vallow,Interactive timeline of events: The disappearance of Idaho children JJ Vallow and Tylee Ryan,2020-02-14 00:00:00+00:00,help,14,KTVB put together a brief timeline to help people understand when some of the events tied to this mystery took place.,to help,0,FALSE,8,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/missing-rexburg-idaho-kids-timeline/277-e7f59780-ecb3-4445-ad58-135c28f076a7
22,JJ Vallow,Interactive timeline of events: The disappearance of Idaho children JJ Vallow and Tylee Ryan,2020-02-14 00:00:00+00:00,vanish,16,"Vallow and Tylee Ryan, vanished at some point during this series of events. ",Vallow and Tylee Ryan vanished at some point during this series of events,0,FALSE,10,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/missing-rexburg-idaho-kids-timeline/277-e7f59780-ecb3-4445-ad58-135c28f076a7
23,JJ Vallow,Interactive timeline of events: The disappearance of Idaho children JJ Vallow and Tylee Ryan,2020-02-14 00:00:00+00:00,identify,21,Police later identified the remains as being JJ and Tylee's.,Police later identified the remains as,0,FALSE,20,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/missing-rexburg-idaho-kids-timeline/277-e7f59780-ecb3-4445-ad58-135c28f076a7
24,JJ Vallow,Audio from 911 calls linked to missing Rexburg kids case emerge,2020-02-14 00:00:00+00:00,involve,66,"REXBURG, Idaho — KTVB has obtained the audio for more 911 calls linked to people involved in the missing Rexburg kids case.",REXBURG Idaho KTVB has obtained the audio for more 911 calls linked to people involved in the missing Rexburg kids case,0,FALSE,2,FALSE,,,https://www.khou.com/article/news/crime/missing-rexburg-kids/audio-from-911-calls-linked-to-missing-rexburg-kids-case-emerge/277-7f5c43fb-e37e-47c8-9ae7-9371982799d7
