,topic,title,date,events,id,sentence,clause,dateText,exactDate,paragraphNo,realDate,lengthDate,endDate,url
10,Maleah Davis,Amber Alert: Houston stepdad says Maleah Davis was abducted by Hispanic men in pickup,2019-05-06 00:00:00+00:00,assault,27,"It's the car that Derion Vence was reportedly driving when he was allegedly assaulted and abducted along with his stepdaughter, 4-year-old Maleah Davis, and his one-year-old son.",he was allegedly assaulted and abducted along with stepdaughter 4 year old Maleah Davis and one year old son,0,FALSE,113,FALSE,,,https://www.khou.com/article/news/where-is-maleah-davis-timeline-in-the-disappearance-of-4-year-old-houston-girl/285-aa7b3a20-1b4a-4f7b-99a5-a3ff81957f64
11,Maleah Davis,Amber Alert: Houston stepdad says Maleah Davis was abducted by Hispanic men in pickup,2019-05-06 00:00:00+00:00,disappear,28,The photos of the car were taken before Maleah disappeared.,Maleah disappeared,0,FALSE,115,FALSE,,,https://www.khou.com/article/news/where-is-maleah-davis-timeline-in-the-disappearance-of-4-year-old-houston-girl/285-aa7b3a20-1b4a-4f7b-99a5-a3ff81957f64
12,Maleah Davis,Amber Alert: Houston stepdad says Maleah Davis was abducted by Hispanic men in pickup,2019-05-06 00:00:00+00:00,arrive,29,"Saturday, May 4, 9 to 10 p.m.: Vence arrived at Sugar Land Methodist Hospital with his son, Courtland. ",Vence arrived at Sugar Land Methodist Hospital with son Courtland,0,FALSE,161,FALSE,,,https://www.khou.com/article/news/where-is-maleah-davis-timeline-in-the-disappearance-of-4-year-old-houston-girl/285-aa7b3a20-1b4a-4f7b-99a5-a3ff81957f64
13,Maleah Davis,Amber Alert: Houston stepdad says Maleah Davis was abducted by Hispanic men in pickup,2019-05-06 00:00:00+00:00,call,30,"Friday, May 3, night: Maleah's mother, Brittany Bowens, who had been flying in from Massachusetts, called her mother to pick her up from the airport when Vence didn't show up.",Brittany Bowens who called mother,0,FALSE,171,FALSE,,,https://www.khou.com/article/news/where-is-maleah-davis-timeline-in-the-disappearance-of-4-year-old-houston-girl/285-aa7b3a20-1b4a-4f7b-99a5-a3ff81957f64
14,Maleah Davis,Amber Alert: Houston stepdad says Maleah Davis was abducted by Hispanic men in pickup,2019-05-06 00:00:00+00:00,hit,31,One of the males hits Derion in the head. ,One of the males hits Derion in the head,0,FALSE,176,FALSE,,,https://www.khou.com/article/news/where-is-maleah-davis-timeline-in-the-disappearance-of-4-year-old-houston-girl/285-aa7b3a20-1b4a-4f7b-99a5-a3ff81957f64
15,Maleah Davis,"Maleah Davis, missing Houston girl, needed brain surgery, prompting CPS investigation",2019-05-08 00:00:00+00:00,involve,6,The state got involved after a seizure and head injury sent Maleah to the hospital in August.,The state got involved after a seizure,0,FALSE,20,FALSE,,,https://www.khou.com/article/news/investigations/why-did-missing-4-year-old-maleah-davis-need-brain-surgery/285-93fd2cde-838f-4543-86bc-3b6ef3e3f40a
16,Maleah Davis,"Maleah Davis, missing Houston girl, needed brain surgery, prompting CPS investigation",2019-05-08 00:00:00+00:00,wear,7,"When Maleah got out of ICU, doctors ordered that she wear a helmet for 12-24 months while she healed. ",she wear a helmet for 12 24 months while,0,FALSE,24,FALSE,,,https://www.khou.com/article/news/investigations/why-did-missing-4-year-old-maleah-davis-need-brain-surgery/285-93fd2cde-838f-4543-86bc-3b6ef3e3f40a
17,Maleah Davis,Maleah Davis update: Mother's car found Thursday morning southwest of Houston,2019-05-08 00:00:00+00:00,look,71,Everything looks normal on the car. ,Everything looks normal on the car,0,FALSE,12,FALSE,,,https://www.khou.com/article/news/local/maleah-davis-update-search-for-missing-houston-girl-suspended-indefinitely/285-a147be68-4c1e-4e22-9062-1a00b3adf70f
18,Maleah Davis,"Maleah Davis – Houston, Texas (5",2019-05-08 00:00:00+00:00,search,87,The search scheduled for 8:00 a.m. on Wednesday – May 8th 2019 to search for Maleah Davis has been suspended until further notice. ,The search scheduled for on Wednesday May 8th 2019 to search for Maleah Davis has been suspended until further notice,Wednesday May 8th 2019,FALSE,12,TRUE,7 days,2019-05-15 00:00:00+00:00,https://texasequusearch.org/missing-maleah-davis-houston-texas-50319/
19,Maleah Davis,Explosive new claims made in disappearance of 4-year-old Maleah Davis,2019-05-10 00:00:00+00:00,kidnap,60,Maleah has been missing since last Friday night after Vence claimed she was kidnapped by three men.,she was kidnapped by three men,0,FALSE,18,FALSE,,,https://www.khou.com/article/news/local/explosive-new-claims-made-in-disappearance-of-4-year-old-maleah-davis/285-a4c3a339-7042-4ae3-846e-e45ee3ad92c4
20,Maleah Davis,Explosive new claims made in disappearance of 4-year-old Maleah Davis,2019-05-10 00:00:00+00:00,occur,61,"The alleged kidnapping occurred while Vence, Maleah, and Maleah's 1-year-old brother Courtland were on their way to Bush Airport to pick up Bowens.",The alleged kidnapping occurred while,0,FALSE,20,FALSE,,,https://www.khou.com/article/news/local/explosive-new-claims-made-in-disappearance-of-4-year-old-maleah-davis/285-a4c3a339-7042-4ae3-846e-e45ee3ad92c4
21,Maleah Davis,Court documents say blood found in Maleah Davis' apartment match DNA found on her toothbrush,2019-05-11 00:00:00+00:00,charge,38,"Derion Vence, 26, is charged with tampering with evidence in connection with her disappearance. ",Derion Vence 26 is charged with,0,FALSE,4,FALSE,,,https://www.khou.com/article/news/crime/court-documents-say-blood-found-in-maleah-davis-apartment-match-dna-found-on-her-toothbrush/285-0cf22ad3-064f-494b-83bb-a5011f813764
22,Maleah Davis,'We know she's still missing' | Stepfather in Maleah Davis case due back in court,2019-05-13 00:00:00+00:00,happen,64,Meanwhile new court documents are putting together a disturbing puzzle of what may have happened to Maleah.,may have happened to Maleah,0,FALSE,4,FALSE,,,https://www.khou.com/article/news/crime/we-know-shes-still-missing-stepfather-in-maleah-davis-case-due-back-in-court/285-cffca1ff-a8d8-4e6b-bd0a-9ff3b61cf3a2
23,Maleah Davis,'We know she's still missing' | Stepfather in Maleah Davis case due back in court,2019-05-13 00:00:00+00:00,help,66,They also sprayed a chemical in the bathroom that helped detect more blood not visible to the naked eye.,helped,0,FALSE,10,FALSE,,,https://www.khou.com/article/news/crime/we-know-shes-still-missing-stepfather-in-maleah-davis-case-due-back-in-court/285-cffca1ff-a8d8-4e6b-bd0a-9ff3b61cf3a2
24,Maleah Davis,Maleah Davis update: Derion Vence's dad speaks out; says he believes his son's story,2019-05-20 00:00:00+00:00,ask,111,Joe D. Vence believes police need to ask Maleah's mother tougher questions.,to ask Maleah mother tougher questions,0,FALSE,14,FALSE,,,https://www.khou.com/article/news/local/maleah-davis/i-believe-his-story-derion-vences-dad-says-his-son-didnt-do-anything-to-maleah-davis/285-5091b545-03d5-4353-863e-6171d2f70213
25,Maleah Davis,Harris Co. Medical Examiner's Office: We have the remains from Arkansas; ID will take some time,2019-05-31 00:00:00+00:00,abuse,97,"That child was being physically abused and physically tortured in that house, and they were covering it up. ",That child was being physically abused and physically tortured in that house,0,FALSE,26,FALSE,,,https://www.khou.com/article/news/crime/watch-live-quanell-x-says-derion-vence-told-him-where-maleahs-body-is/285-ae88dcd5-4ec9-4883-912c-b46921c0769b
26,Maleah Davis,"'Maleah Davis didn't have to die' | For Quanell X, this case is personal",2019-05-31 00:00:00+00:00,accuse,102,"He's convinced multiple murder suspects to surrender to police, including some accused of killing children.",He convinced including some accused of,0,FALSE,22,FALSE,,,https://www.khou.com/article/news/local/maleah-davis/maleah-davis-didnt-have-to-die-for-quanell-x-this-case-is-personal/285-78a25a18-9ec7-4e39-9248-97d1b609a90f
27,Maleah Davis,Maleah Davis update: Judge says Quanell X can no longer visit Derion Vence in jail,2019-05-31 00:00:00+00:00,die,152,She died as a direct result of his willingness and his frustration of anger and hate to do what he did. ,She died as a direct result of willingness and frustration of anger and hate,0,FALSE,26,FALSE,,,https://www.khou.com/article/news/local/maleah-davis/derion-vences-attorney-asks-judge-to-prohibit-jail-visits-from-quanell-x/285-d3ee7c13-5a0b-495a-a063-c395d819158b
